ID,Name,City,Country,IATA/FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST, AIRPORTS with IATA and ICAO codes, http://openflights.org/data.html, 
1102,"Huai An Lianshui Airport","Huai An","China","HIA","ZSSH",33.7772,119.1478,23,8,"N"
1103,"Gunsa","Shiquanhe","China","NGQ","ZUAL",32.10027,80.052778,13780,8,"N"
1104,"Huangyan Luqiao Airport","Huangyan","China","HYN","ZSLQ",28.5622,121.429,0,8,"U"
1105,"Lianyungang Airport","Lianyungang","China","LYG","ZSLG",34.55,119.25,0,8,"U"
1106,"Quzhou Airport","Quzhou","China","JUZ","ZSJU",28.9658,118.899,0,8,"U"
1107,"Tunxi International Airport","Huangshan","China","TXN","ZSTX",29.7333,118.256,0,8,"U"
1108,"Luogang","Hefei","China","HFE","ZSOF",31.780019,117.298436,108,8,"U"
1109,"Shubuling Airport","Linyi","China","LYI","ZSLY",35.0461,118.412,0,8,"U"
1110,"Jiujiang Lushan Airport","Jiujiang","China","JIU","ZSJJ",29.733,115.983,0,8,"U"
1111,"Simao Airport","Simao","China","SYM","ZPSM",22.7933,100.959,0,8,"U"
1112,"Mangshi Airport","Luxi","China","LUM","ZPLX",24.4011,98.5317,2890,8,"U"
1113,"Diqing Airport","Shangri-La","China","DIG","ZPDQ",27.7936,99.6772,0,8,"U"
1114,"Jingdezhen Airport","Jingdezhen","China","JDZ","ZSJD",29.3386,117.176,112,8,"U"
1115,"Ganzhou Airport","Ganzhou","China","KOW","ZSGZ",25.8258,114.912,0,8,"U"
1116,"Zhaotong Airport","Zhaotong","China","ZAT","ZPZT",27.3256,103.755,0,8,"U"
1117,"Xining Caojiabu Airport","Xining","China","XNN","ZLXN",36.5275,102.043,0,8,"U"
1118,"Qingyang Airport","Qingyang","China","IQN","ZLQY",35.7997,107.603,0,8,"U"
1119,"Hanzhong Airport","Hanzhong","China","HZG","ZLHZ",33.0636,107.008,0,8,"U"
1120,"Zhuhai Airport","Zhuhai","China","ZUH","ZGSD",22.0064,113.376,0,8,"U"
1121,"Bailian Airport","Liuzhou","China","LZH","ZGZH",24.2075,109.391,295,8,"U"
1122,"Yan'an Airport","Yan'an","China","ENY","ZLYA",36.6369,109.554,0,8,"U"
1123,"Golmud Airport","Golmud","China","GOQ","ZLGM",34.633,98.867,0,8,"U"
1124,"Xiangfan Airport","Xiangfan","China","XFN","ZHXF",32.1506,112.291,0,8,"U"
1125,"Enshi Airport","Enshi","China","ENH","ZHES",30.3203,109.485,0,8,"U"
1126,"Nanyang Airport","Nanyang","China","NNY","ZHNY",32.9808,112.615,0,8,"U"
1127,"Ankang Airport","Ankang","China","AKA","ZLAK",32.7081,108.931,0,8,"U"
1128,"Yichang Airport","Yichang","China","YIH","ZHYC",30.671,111.441,0,8,"U"
1129,"Zhanjiang Airport","Zhanjiang","China","ZHA","ZGZJ",21.2144,110.358,0,8,"U"
1130,"Baotou Airport","Baotou","China","BAV","ZBOW",40.56,109.997,3321,8,"U"
1131,"Shijiazhuang Daguocun International Airport","Shijiazhuang","China","SJW","ZBSJ",38.280686,114.6973,233,8,"U"
1132,"Tongliao Airport","Tongliao","China","TGO","ZBTL",43.5567,122.2,0,8,"U"
1133,"Baoshan Airport","Baoshan","China","BSD","ZPBS",25.053333,99.168333,500,8,"U"
1134,"Datong Airport","Datong","China","DAT","ZBDT",40.0603,113.482,3442,8,"U"
1135,"Baita Airport","Hohhot","China","HET","ZBHH",40.851422,111.824103,3556,8,"U"
1136,"Ulanhot Airport","Ulanhot","China","HLH","ZBUL",46.083,122.017,0,8,"U"
1137,"Changde Airport","Changde","China","CGD","ZGCD",28.9189,111.64,0,8,"U"
1138,"Dayong Airport","Dayong","China","DYG","ZGDY",29.1028,110.443,692,8,"U"
1139,"Meixian Airport","Meixian","China","MXZ","ZGMX",24.35,116.133,0,8,"U"
1140,"Xilinhot Airport","Xilinhot","China","XIL","ZBXH",43.9156,115.964,0,8,"U"
1141,"Beihai Airport","Beihai","China","BHY","ZGBH",21.5394,109.294,0,8,"U"
1142,"Fuyang Airport","Fuyang","China","FUG","ZSFY",32.9,115.816667,500,8,"U"
1143,"Qiemo Airport","Qiemo","China","IQM","ZWCM",38.1494,85.5328,4108,8,"U"
1144,"Aksu Airport","Aksu","China","AKU","ZWAK",41.2625,80.2917,0,8,"U"
1145,"Kuqa Airport","Kuqa","China","KCA","ZWKC",41.7181,82.9869,3524,8,"U"
1146,"Anqing Airport","Anqing","China","AQG","ZSAQ",30.5822,117.0502,0,8,"N"
1147,"Wanxian Airport","Wanxian","China","WXN","ZUWX",30.8361,108.406,0,8,"U"
1148,"Mianyang Airport","Mianyang","China","MIG","ZUMY",31.4281,104.741,0,8,"U"
1149,"Luzhou Airport","Luzhou","China","LZO","ZULZ",28.8522,105.393,0,8,"U"
1150,"Nyingchi Airport","Nyingchi","China","LZY","ZUNZ",29.3033,94.3353,9675,5.5,"U"
1151,"Nanchong Airport","Nanchong","China","NAO","ZUNC",30.754,106.062,0,8,"U"
1152,"Qiqihar Sanjiazi Airport","Qiqihar","China","NDG","ZYQQ",47.239628,123.918131,477,8,"U"
1153,"Jinzhou Airport","Jinzhou","China","JNZ","ZYJZ",41.1014,121.062,0,8,"U"
1154,"Quanzhou Airport","Quanzhou","China","JJN","ZSQZ",24.7964,118.59,0,8,"U"
1155,"Yanji Airport","Yanji","China","YNJ","ZYYJ",42.8828,129.451258,624,8,"U"
1156,"Jiamusi Airport","Jiamusi","China","JMU","ZYJM",46.843394,130.465389,262,8,"U"
1157,"Karamay Airport","Karamay","China","KRY","ZWKM",45.617,84.883,0,8,"U"
1158,"Korla Airport","Korla","China","KRL","ZWKL",41.6978,86.1289,0,8,"U"
1159,"Heihe Airport","Heihe","China","HEK","ZYHE",50.25,127.3,8530,8,"U"
1160,"Yining Airport","Yining","China","YIN","ZWYN",43.9558,81.3303,0,8,"U"
1161,"Wai Sha Airport","Shantou","China","SWA","ZGOW",23.4,116.683,0,8,"U"
1162,"Yiwu Airport","Yiwu","China","YIW","ZSYW",29.3447,120.032,0,8,"U"
1163,"Yancheng Airport","Yancheng","China","YNZ","ZSYN",33.3856,120.125,0,8,"U"
1164,"Dachuan Airport","Dazhou","China","DAX","ZUDX",31.3,107.5,0,8,"U"
1165,"Jiuzhaigou Huanglong","Jiuzhaigou","China","JZH","ZUJZ",32.857,103.683,11311,8,"U"
1166,"Qamdo Bangda Airport","Bangda","China","BPX","ZUBD",30.5536,97.1083,14219,8,"U"
1167,"Wenzhou Yongqiang Airport","Wenzhou","China","WNZ","ZSWZ",27.9122,120.852,0,8,"U"
1168,"Weihai Airport","Weihai","China","WEH","ZSWH",37.1871,122.229,145,8,"U"
1169,"Weifang Airport","Weifang","China","WEF","ZSWF",36.6467,119.119,0,8,"U"
1170,"Zhoushan Airport","Zhoushan","China","HSN","ZSZS",29.9342,122.362,0,8,"U"
1171,"Wuxi Airport","Wuxi","China","WUX","ZSWX",31.4944,120.429,0,8,"U"
1172,"Guangyuan Airport","Guangyuan","China","GYS","ZUGU",32.3911,105.702,0,8,"U"
1173,"Nanping Wuyishan Airport","Wuyishan","China","WUS","ZSWY",27.7019,118.001,614,8,"U"
1174,"Christmas Island","Christmas Island","Christmas Island","XCH","YPXM",-10.450556,105.690278,916,7,"U"
1175,"Cocos Keeling Island Airport","Cocos Keeling Island","Cocos (Keeling) Islands","CCK","YPCC",-12.1883,96.8339,10,6.5,"U"
1176,"Puerto Carreno","Puerto Carreno","Colombia","PCR","SKPC",6.184717,-67.493164,177,-5,"U"
1177,"Eldorado Intl","Bogota","Colombia","BOG","SKBO",4.701594,-74.146947,8361,-5,"U"
1178,"Otu","Otu","Colombia","OTU","SKOT",7.010369,-74.715497,2060,-5,"U"
1179,"Gerardo Tobar Lopez","Buenaventura","Colombia","BUN","SKBU",3.819628,-76.989767,48,-5,"U"
1180,"Jose Celestino Mutis","Bahia Solano","Colombia","BSC","SKBS",6.202917,-77.394675,80,-5,"U"
1181,"Ernesto Cortissoz","Barranquilla","Colombia","BAQ","SKBQ",10.889589,-74.780819,98,-5,"U"
1182,"Baracoa","Magangue","Colombia","MGN","SKMG",9.284739,-74.846092,178,-5,"U"
1183,"Los Garzones","Monteria","Colombia","MTR","SKMR",8.823744,-75.825831,36,-5,"U"
1184,"Tres De Mayo","Puerto Asis","Colombia","PUU","SKAS",0.505228,-76.500836,815,-5,"U"
1185,"Palonegro","Bucaramanga","Colombia","BGA","SKBG",7.1265,-73.184778,3897,-5,"U"
1186,"Alfredo Vasquez Cobo","Leticia","Colombia","LET","SKLT",-4.193549,-69.943163,277,-5,"U"
1187,"Olaya Herrera","Medellin","Colombia","EOH","SKMD",6.219958,-75.590519,4940,-5,"U"
1188,"Alfonso Lopez Pumarejo","Valledupar","Colombia","VUP","SKVP",10.435042,-73.249506,456,-5,"U"
1189,"Juan Casiano","Guapi","Colombia","GPI","SKGP",2.570133,-77.8986,164,-5,"U"
1190,"Gustavo Artunduaga Paredes","Florencia","Colombia","FLA","SKFL",1.589189,-75.564372,803,-5,"U"
1191,"Yariguies","Barrancabermeja","Colombia","EJA","SKEJ",7.024331,-73.8068,412,-5,"U"
1192,"Matecana","Pereira","Colombia","PEI","SKPE",4.812675,-75.739519,4416,-5,"U"
1193,"El Eden","Armenia","Colombia","AXM","SKAR",4.452775,-75.766447,3990,-5,"U"
1194,"Perales","Ibague","Colombia","IBE","SKIB",4.421608,-75.1333,2999,-5,"U"
1195,"Rafael Nunez","Cartagena","Colombia","CTG","SKCG",10.442381,-75.512961,4,-5,"U"
1196,"Camilo Daza","Cucuta","Colombia","CUC","SKCC",7.927567,-72.511547,1096,-5,"U"
1197,"Vanguardia","Villavicencio","Colombia","VVC","SKVV",4.167875,-73.613761,1394,-5,"U"
1198,"Las Brujas","Corozal","Colombia","CZU","SKCZ",9.332742,-75.285594,528,-5,"U"
1199,"La Florida","Tumaco","Colombia","TCO","SKCO",1.814417,-78.749228,8,-5,"U"
1200,"Alfonso Bonilla Aragon Intl","Cali","Colombia","CLO","SKCL",3.543222,-76.381583,3162,-5,"U"
1201,"Jose Maria Cordova","Rio Negro","Colombia","MDE","SKRG",6.164536,-75.423119,6955,-5,"U"
1202,"Obando Airport","Puerto In?rida","Colombia","PDA","SKPD",3.85,-67.91,460,-5,"U"
1203,"Reyes Murillo Airport","Nuqu?","Colombia","NQU","SKNQ",5.7,-77.28,12,-5,"U"
1204,"Benito Salas","Neiva","Colombia","NVA","SKNV",2.95015,-75.294,1464,-5,"U"
1205,"Simon Bolivar","Santa Marta","Colombia","SMR","SKSM",11.11965,-74.230647,22,-5,"U"
1206,"Jorge E Gonzalez Torres","San Jose Del Guaviare","Colombia","SJE","SKSJ",2.579694,-72.639358,605,-5,"U"
1207,"Santa Ana Airport","Cartago","Colombia","CRC","SKGO",4.758181,-75.955753,2979,-5,"U"
1208,"Almirante Padilla","Rio Hacha","Colombia","RCH","SKRH",11.526222,-72.925958,43,-5,"U"
1209,"El Alcarav?n Airport","Yopal","Colombia","EYP","SKYP",5.319114,-72.383975,1028,-5,"U"
1210,"La Pedrera Airport","La Pedrera","Colombia","LPD","SKLP",-1.33,-69.58,590,-5,"U"
1211,"Caucaya Airport","Puerto Legu?zamo","Colombia","LQM","SKLG",-0.18,-74.77,573,-5,"U"
1212,"La Jagua Airport","Garz?n","Colombia","GLJ","SKGZ",2.17,-75.67,2620,-5,"U"
1213,"Gustavo Rojas Pinilla","San Andres Island","Colombia","ADZ","SKSP",12.583594,-81.711192,19,-5,"U"
1214,"San Luis","Ipiales","Colombia","IPI","SKIP",0.861925,-77.671764,9765,-5,"U"
1215,"Aguas Claras","Ocana","Colombia","OCV","SKOC",8.315061,-73.358331,3850,-5,"U"
1216,"Farfan","Tulua","Colombia","ULQ","SKUL",4.088358,-76.235133,3132,-5,"U"
1217,"Guillermo Leon Valencia","Popayan","Colombia","PPN","SKPP",2.4544,-76.609319,5687,-5,"U"
1218,"Antonio Narino","Pasto","Colombia","PSO","SKPS",1.396247,-77.291478,5951,-5,"U"
1219,"El Embrujo","Providencia","Colombia","PVA","SKPV",13.356944,-81.35833,10,-5,"U"
1220,"Santiago Perez","Arauca","Colombia","AUC","SKUC",7.068881,-70.736925,420,-5,"U"
1221,"Tame","Tame","Colombia","TME","SKTM",6.451081,-71.760261,1050,-5,"U"
1222,"Eduardo Falla Solano","San Vincente De Caguan","Colombia","SVI","SKSV",2.152175,-74.76635,920,-5,"U"
1223,"La Nubia","Manizales","Colombia","MZL","SKMZ",5.029597,-75.464708,6871,-5,"U"
1224,"Fabio Alberto Leon Bentley","Mitu","Colombia","MVP","SKMU",1.253664,-70.233878,680,-5,"U"
1225,"El Carano","Quibdo","Colombia","UIB","SKUI",5.690758,-76.641181,204,-5,"U"
1226,"Capurgana Airport","Capurgana","Colombia","CPB","SKCA",8.616667,-77.333333,100,-5,"S"
1227,"Alcides Fernandez Airport","Acandi","Colombia","ACD","SKAD",8.516667,-77.3,50,-5,"U"
1228,"Araracuara Airport","Araracuara","Colombia","ACR","SKAC",-0.58,-72.41,1250,-5,"U"
1229,"Juan H. White","Caucasia","Colombia","CAQ","SKCU",7.968333,-75.198333,174,-5,"U"
1230,"Golfo de Morrosquillo Airport","Tolu","Colombia","TLU","SKTL",9.511944,-75.586389,10,-5,"U"
1231,"Mandinga Airport","Condoto","Colombia","COG","SKCD",5.071667,-76.676389,10,-5,"U"
1232,"Los Colonizadores Airport","Saravena","Colombia","RVE","SKSA",6.916667,-71.9,10,-5,"U"
1233,"Villa Garzon Airport","Villa Garzon","Colombia","VGZ","SKVG",0.978889,-76.605556,1248,-5,"U"
1234,"El Bagre Airport","El Bagre","Colombia","EBG","SKEB",7.596389,-74.808889,180,-5,"U"
1235,"Prince Said Ibrahim","Moroni","Comoros","HAH","FMCH",-11.533661,43.27185,93,3,"U"
1236,"Ouani","Anjouan","Comoros","AJN","FMCV",-12.131667,44.430279,62,3,"U"
1237,"Bandaressalam","Moheli","Comoros","NWA","FMCI",-12.298108,43.7664,46,3,"U"
1238,"Iconi Airport","Moroni","Comoros","YVA","FMCN",-11.7108,43.2439,33,3,"U"
1239,"Maya Maya","Brazzaville","Congo (Brazzaville)","BZV","FCBB",-4.2517,15.253031,1048,1,"N"
1240,"Loubomo Airport","Loubomo","Congo (Brazzaville)","DIS","FCPL",-4.2,12.7,1079,1,"N"
1241,"Pointe Noire","Pointe-noire","Congo (Brazzaville)","PNR","FCPP",-4.816028,11.886597,55,1,"N"
1242,"Kisangani Simisini","Kisangani","Congo (Kinshasa)","FKI","FZIA",0.5175,25.155014,1289,2,"U"
1243,"Matari","Isiro","Congo (Kinshasa)","IRP","FZJH",2.827606,27.588253,2438,2,"U"
1244,"Lisala","Lisala","Congo (Kinshasa)","LIQ","FZGA",2.170658,21.496906,1509,1,"N"
1245,"Bukavu Kavumu","Bukavu/kavumu","Congo (Kinshasa)","BKY","FZMA",-2.308978,28.808803,5643,2,"U"
1246,"Bunia","Bunia","Congo (Kinshasa)","BUX","FZKA",1.565719,30.220833,4045,2,"U"
1247,"Goma","Goma","Congo (Kinshasa)","GOM","FZNA",-1.670814,29.238464,5089,2,"U"
1248,"Lubumbashi Intl","Lubumashi","Congo (Kinshasa)","FBM","FZQA",-11.591333,27.530889,4295,2,"U"
1249,"Kindu","Kindu","Congo (Kinshasa)","KND","FZOA",-2.919178,25.915361,1630,2,"U"
1250,"Mbuji Mayi","Mbuji-mayi","Congo (Kinshasa)","MJM","FZWA",-6.121236,23.569008,2221,2,"U"
1251,"Kolwezi","Kolwezi","Congo (Kinshasa)","KWZ","FZQM",-10.765886,25.505714,5007,2,"U"
1252,"Kananga","Kananga","Congo (Kinshasa)","KGA","FZUA",-5.900055,22.469166,2139,2,"U"
1253,"Kalemie","Kalemie","Congo (Kinshasa)","FMI","FZRF",-5.875556,29.25,2569,2,"U"
1254,"Kamina Base","Kamina Base","Congo (Kinshasa)","KMN","FZSA",-8.642025,25.252897,3543,2,"U"
1255,"Tshikapa Airport","Tshikapa","Congo (Kinshasa)","TSH","FZUK",-6.43833,20.7947,1595,2,"N"
1256,"Basankusu Airport","Basankusu","Congo (Kinshasa)","BSU","FZEN",1.22472,19.7889,1217,1,"N"
1257,"Ilebo Airport","Ilebo","Congo (Kinshasa)","PFR","FZVS",-4.333,20.583,1450,1,"N"
1258,"Lodja Airport","Lodja","Congo (Kinshasa)","LJA","FZVA",-3.417,23.45,1647,2,"N"
1259,"Basango Mboliasa Airport","Kiri","Congo (Kinshasa)","KRZ","FZBT",-1.435,19.024,1013,1,"N"
1260,"Tshimpi Airport","Matadi","Congo (Kinshasa)","MAT","FZAM",-5.79961,13.4404,1115,1,"N"
1261,"Boma Airport","Boma","Congo (Kinshasa)","BOA","FZAJ",-5.854,13.064,26,1,"N"
1262,"Nioki Airport","Nioki","Congo (Kinshasa)","NIO","FZBI",-2.7175,17.6847,1043,1,"N"
1263,"Inongo Airport","Inongo","Congo (Kinshasa)","INO","FZBA",-1.94722,18.2858,1040,1,"N"
1264,"Ndolo","Kinshasa","Congo (Kinshasa)","NLO","FZAB",-4.326689,15.327342,915,1,"N"
1265,"Mbandaka","Mbandaka","Congo (Kinshasa)","MDK","FZEA",0.0226,18.288744,1040,1,"N"
1266,"Kikwit","Kikwit","Congo (Kinshasa)","KKW","FZCA",-5.035767,18.785631,1572,1,"N"
1267,"Gemena","Gemena","Congo (Kinshasa)","GMA","FZFK",3.235369,19.771258,1378,1,"N"
1268,"Gbadolite","Gbadolite","Congo (Kinshasa)","BDT","FZFD",4.253206,20.975283,1509,1,"N"
1269,"Ndjili Intl","Kinshasa","Congo (Kinshasa)","FIH","FZAA",-4.38575,15.444569,1027,1,"N"
1270,"Bandundu","Bandoundu","Congo (Kinshasa)","FDU","FZBO",-3.311319,17.381683,1053,1,"N"
1271,"Muanda","Muanda","Congo (Kinshasa)","MNB","FZAG",-5.930858,12.351789,89,1,"N"
1272,"Ouesso","Ouesso","Congo (Kinshasa)","OUE","FCOU",1.615994,16.037917,1158,1,"N"
1273,"Owando","Owando","Congo (Kinshasa)","FTX","FCOO",-0.53135,15.950094,1214,1,"N"
1274,"Mitiaro Island Airport","Mitiaro Island","Cook Islands","MOI","NCMR",-19.8425,-157.703,25,-10,"U"
1275,"Aitutaki","Aitutaki","Cook Islands","AIT","NCAI",-18.830922,-159.764233,14,-10,"U"
1276,"Penrhyn Island Airport","Penrhyn Island","Cook Islands","PYE","NCPY",-9.00667,-158.037,8,-10,"U"
1277,"Mauke Airport","Mauke Island","Cook Islands","MUK","NCMK",-20.1361,-157.345,26,-10,"U"
1278,"Rarotonga Intl","Avarua","Cook Islands","RAR","NCRG",-21.202739,-159.805556,19,-10,"U"
1279,"Atiu Island Airport","Atiu Island","Cook Islands","AIU","NCAT",-19.9678,-158.119,36,-10,"U"
1280,"Manihiki Island Airport","Manihiki Island","Cook Islands","MHX","NCMH",-10.3767,-161.002,0,-10,"U"
1281,"Mangaia Island Airport","Mangaia Island","Cook Islands","MGS","NCMG",-21.8956,-157.905,45,-10,"U"
1282,"Islita Airport","Nandayure","Costa Rica","PBP","MRIA",9.85611,-85.3708,7,-6,"U"
1283,"Coto 47","Coto 47","Costa Rica","OTR","MRCC",8.601556,-82.968614,26,-5,"U"
1284,"Puerto Jimenez Airport","Puerto Jimenez","Costa Rica","PJM","MRPJ",8.53333,-83.3,7,-6,"U"
1285,"Playa Samara Airport","Playa Samara","Costa Rica","PLD","MRSR",10.25,-85.417,10,-6,"U"
1286,"Codela Airport","Guapiles","Costa Rica","CSC","MRCA",10.414,-85.0917,328,-7,"U"
1287,"Aerotortuguero Airport","Roxana","Costa Rica","TTQ","MRAO",10.569,-83.5148,82,-6,"U"
1288,"Barra del Colorado Airport","Pococi","Costa Rica","BCL","MRBC",10.768736,-83.585614,3,-6,"U"
1289,"Cabo Velas Airport","Nicoya","Costa Rica","TNO","MRCV",10.3557,-85.852892,33,-6,"U"
1290,"La Managua","Quepos","Costa Rica","XQP","MRQP",9.443164,-84.129772,85,-6,"U"
1291,"Carrillo Airport","Carrillo","Costa Rica","RIK","MRCR",9.866667,-85.483333,10,-6,"U"
1292,"Golfito","Golfito","Costa Rica","GLF","MRGF",8.653775,-83.180544,49,-6,"U"
1293,"Drake Bay Airport","Puntarenas","Costa Rica","DRK","MRDK",8.71889,-83.6417,12,-6,"N"
1294,"Daniel Oduber Quiros Intl","Liberia","Costa Rica","LIR","MRLB",10.593289,-85.544408,270,-6,"U"
1295,"Nosara","Nosara Beach","Costa Rica","NOB","MRNS",9.97649,-85.653,33,-6,"U"
1296,"Limon Intl","Limon","Costa Rica","LIO","MRLM",9.957961,-83.022006,7,-6,"U"
1297,"Juan Santamaria Intl","San Jose","Costa Rica","SJO","MROC",9.993861,-84.208806,3021,-6,"U"
1298,"Tobias Bolanos International Airport","San Jose","Costa Rica","SYQ","MRPV",9.957053,-84.139797,3287,-6,"U"
1299,"Palmar Sur","Palmar Sur","Costa Rica","PMZ","MRPM",8.951025,-83.468583,49,-6,"U"
1300,"Arenal Airport","La Fortuna/San Carlos","Costa Rica","FON","MRAN",10.478,-84.6345,342,-6,"U"
1301,"Tambor Airport","Nicoya","Costa Rica","TMU","MRTR",9.73852,-85.0138,33,-6,"U"
1302,"Abidjan Felix Houphouet Boigny Intl","Abidjan","Cote d'Ivoire","ABJ","DIAP",5.261386,-3.926294,21,0,"N"
1303,"Korhogo","Korhogo","Cote d'Ivoire","HGO","DIKO",9.387183,-5.556664,1214,0,"N"
1304,"Daloa","Daloa","Cote d'Ivoire","DJO","DIDL",6.792808,-6.473189,823,0,"N"
1305,"Bouake","Bouake","Cote d'Ivoire","BYK","DIBK",7.7388,-5.073667,1230,0,"N"
1306,"San Pedro","San Pedro","Cote d'Ivoire","SPY","DISP",4.746717,-6.660817,26,0,"N"
1307,"Man","Man","Cote d'Ivoire","MJC","DIMN",7.272069,-7.587364,1089,0,"N"
1308,"Yamoussoukro","Yamoussoukro","Cote d'Ivoire","ASK","DIYO",6.903167,-5.365581,699,0,"N"
1309,"Osijek","Osijek","Croatia","OSI","LDOS",45.462667,18.810156,290,1,"E"
1310,"Brac","Brac","Croatia","BWK","LDSB",43.285719,16.679719,1776,1,"E"
1311,"Zadar","Zadar","Croatia","ZAD","LDZD",44.108269,15.346697,289,1,"E"
1312,"Zagreb","Zagreb","Croatia","ZAG","LDZA",45.742931,16.068778,353,1,"E"
1313,"Rijeka","Rijeka","Croatia","RJK","LDRI",45.216889,14.570267,278,1,"E"
1314,"Pula","Pula","Croatia","PUY","LDPL",44.893533,13.922192,274,1,"E"
1315,"Dubrovnik","Dubrovnik","Croatia","DBV","LDDU",42.561353,18.268244,527,1,"E"
1316,"Split","Split","Croatia","SPU","LDSP",43.538944,16.297964,79,1,"E"
1317,"Frank Pais Intl","Holguin","Cuba","HOG","MUHG",20.785589,-76.315108,361,-5,"U"
1318,"La Coloma","La Coloma","Cuba","LCL","MULM",22.336261,-83.642111,131,-5,"U"
1319,"Jose Marti Intl","Havana","Cuba","HAV","MUHA",22.989153,-82.409086,210,-5,"U"
1320,"Mariana Grajales","Guantanamo","Cuba","GAO","MUGT",20.085419,-75.158328,56,-5,"U"
1321,"Antonio Maceo Intl","Santiago De Cuba","Cuba","SCU","MUCU",19.969769,-75.835414,249,-5,"U"
1322,"Orestes Acosta","Moa","Cuba","MOA","MUMO",20.654114,-74.922114,16,-5,"U"
1323,"Hermanos Ameijeiras","Las Tunas","Cuba","VTU","MUVT",20.987642,-76.9358,328,-5,"U"
1324,"Juan Gualberto Gomez Intl","Varadero","Cuba","VRA","MUVR",23.034445,-81.435278,210,-5,"U"
1325,"Abel Santamaria","Santa Clara","Cuba","SNU","MUSC",22.492192,-79.943611,338,-5,"U"
1326,"Sierra Maestra","Manzanillo","Cuba","MZO","MUMZ",20.288172,-77.0893,112,-5,"U"
1327,"Rafael Cabrera","Nueva Gerona","Cuba","GER","MUNG",21.834689,-82.783819,79,-5,"U"
1328,"Gustavo Rizo","Baracoa Playa","Cuba","BCA","MUBA",20.365317,-74.506206,26,-5,"U"
1329,"Carlos Manuel De Cespedes","Bayamo","Cuba","BYM","MUBY",20.396331,-76.621494,203,-5,"U"
1330,"Alberto Delgado Airport","Trinidad","Cuba","TND","MUTD",21.788461,-79.997203,125,-5,"U"
1331,"Cayo Coco Airport","Cayo Coco","Cuba","CCC","MUOC",22.5132,-78.511,6,-5,"U"
1332,"Vilo Acuna Intl","Cayo Largo del Sur","Cuba","CYO","MUCL",21.616453,-81.545989,10,-5,"U"
1333,"Ignacio Agramonte Intl","Camaguey","Cuba","CMW","MUCM",21.420428,-77.847433,413,-5,"U"
1334,"Jaime Gonzalez","Cienfuegos","Cuba","CFG","MUCF",22.15,-80.414167,102,-5,"U"
1335,"Maximo Gomez","Ciego De Avila","Cuba","AVI","MUCA",22.027053,-78.789617,335,-5,"U"
1336,"Pafos Intl","Paphos","Cyprus","PFO","LCPH",34.718039,32.485731,41,2,"E"
1337,"Akrotiri","Akrotiri","Cyprus","AKT","LCRA",34.590416,32.987861,76,2,"E"
1338,"Ercan International Airport","Nicosia","Cyprus","ECN","LCEN",35.1547,33.4961,404,2,"E"
1339,"Larnaca","Larnaca","Cyprus","LCA","LCLK",34.875117,33.62485,8,2,"E"
1340,"Turany","Brno","Czech Republic","BRQ","LKTB",49.151269,16.694433,778,1,"E"
1341,"Karlovy Vary","Karlovy Vary","Czech Republic","KLV","LKKV",50.202978,12.914983,1989,1,"E"
1342,"Sazena","Sazena","Czech Republic","LKS","LKSZ",50.1929,14.1532,233,1,"E"
1343,"Ruzyne","Prague","Czech Republic","PRG","LKPR",50.100833,14.26,1247,1,"E"
1344,"Mosnov","Ostrava","Czech Republic","OSR","LKMT",49.696292,18.111053,844,1,"E"
1345,"Pardubice","Pardubice","Czech Republic","PED","LKPD",50.013419,15.738647,741,1,"E"
1346,"Prerov","Prerov","Czech Republic","PRV","LKPO",49.425833,17.404722,676,1,"E"
1347,"Skrydstrup","Skrydstrup","Denmark","SKS","EKSP",55.225553,9.263931,141,1,"E"
1348,"Aarhus","Aarhus","Denmark","AAR","EKAH",56.300017,10.619008,82,1,"E"
1349,"Kastrup","Copenhagen","Denmark","CPH","EKCH",55.617917,12.655972,17,1,"E"
1350,"Billund","Billund","Denmark","BLL","EKBI",55.740322,9.151778,247,1,"E"
1351,"Stauning","Stauning","Denmark","STA","EKVJ",55.990122,8.353906,17,1,"E"
1352,"Aalborg","Aalborg","Denmark","AAL","EKYT",57.092789,9.849164,10,1,"E"
1353,"Sindal Airport","Sindal","Denmark","CNL","EKSN",57.503525,10.229372,92,1,"N"
1354,"Thisted","Thisted","Denmark","TED","EKTS",57.0688,8.705225,23,1,"E"
1355,"Karup","Karup","Denmark","KRP","EKKA",56.297458,9.124628,170,1,"E"
1356,"Bornholm Ronne","Ronne","Denmark","RNN","EKRN",55.063267,14.759558,52,1,"E"
1357,"Odense","Odense","Denmark","ODE","EKOD",55.476664,10.330933,56,1,"E"
1358,"Esbjerg","Esbjerg","Denmark","EBJ","EKEB",55.525942,8.553403,97,1,"E"
1359,"Roskilde","Copenhagen","Denmark","RKE","EKRK",55.585567,12.131428,146,1,"E"
1360,"Sonderborg","Soenderborg","Denmark","SGD","EKSB",54.964367,9.791731,24,1,"E"
1361,"Ambouli International Airport","Djibouti","Djibouti","JIB","HDAM",11.5472,43.1594,49,3,"U"
1362,"Melville Hall","Dominica","Dominica","DOM","TDPD",15.547028,-61.3,73,-4,"U"
1363,"Canefield","Canefield","Dominica","DCF","TDCF",15.336719,-61.392211,13,-4,"U"
1364,"Casa De Campo Intl","La Romana","Dominican Republic","LRM","MDLR",18.450711,-68.911833,240,-4,"U"
